"Ohio| IN",0,4,0,4,9,2,0,2827,318,34,292,60,5636,1397,24.8,1873,300,310,353,165,54,52371,265,52,398,5174,94
"Orange| IN",0,20,1,19,150,51,9,9211,710,293,1259,361,19320,4953,25.6,6188,1072,1154,1242,996,241,43411,381,111,2345,16626,489
"Owen| IN",0,8,0,7,21,11,3,7035,710,290,1029,431,21872,5805,26.5,6582,1035,1143,1451,635,248,43528,579,172,2006,19424,377
"Parke| IN",0,12,0,12,25,6,3,5781,649,220,966,267,17217,4096,23.8,5816,851,992,1109,580,196,44123,474,159,1842,14238,436
"Perry| IN",0,26,1,23,256,44,9,8366,602,0,1536,441,18880,4312,22.8,6642,1258,1157,1212,779,201,44499,465,131,1665,16064,362
"Pike| IN",0,4,0,4,16,3,2,4250,384,732,433,175,12815,3052,23.8,3906,662,744,825,427,156,41104,363,85,1019,11640,187
"Porter| IN",21,140,2,96,3848,499,278,70663,607,2862,13244,4066,147164,37819,25.7,57250,9688,8780,9627,2903,892,63390,7476,3040,8501,134425,1570
"Posey| IN",4,12,0,8,129,31,13,13676,638,889,1614,665,27064,7375,27.3,7953,1327,1379,1694,820,296,52562,1190,429,1972,24779,461
"Pulaski| IN",0,21,0,19,68,16,7,6867,959,0,901,373,13739,3687,26.8,4076,657,765,834,350,185,42168,339,104,1110,12271,239
"Putnam| IN",11,132,1,109,519,179,63,17394,989,558,3595,676,36112,8505,23.6,14553,3210,2159,2514,1051,309,47488,963,363,2516,29038,591
"Randolph| IN",1,25,1,16,309,85,25,11710,1154,534,1598,447,27375,6883,25.1,8107,1483,1630,1742,962,358,41734,597,186,3007,23983,643
"Ripley| IN",1,33,0,27,147,31,10,16967,1054,935,2628,745,26645,7467,28,9156,1399,1608,1890,748,221,47492,832,246,1960,24242,456
"Rush| IN",1,9,0,4,152,30,12,8549,903,399,1161,0,18206,4852,26.7,5425,928,1123,1227,597,275,48035,490,264,1301,16585,279
"St. Joseph| IN",473,1173,17,588,14319,2939,1218,161158,856,5911,29253,10494,265859,68302,25.7,96425,21114,17364,17705,8108,2593,51149,8602,3848,26226,226587,5087
"Scott| IN",10,62,2,40,374,96,31,9881,421,305,1969,318,23034,6041,26.2,8288,1516,1580,1749,928,283,43519,498,218,2971,19718,683
"Shelby| IN",0,2,0,2,8,2,5,22922,906,1232,3677,875,43554,11595,26.6,14446,2397,2791,2949,973,376,52522,1659,803,3221,39416,584
"Spencer| IN",3,9,0,6,42,15,2,11294,882,1627,1224,386,20414,5391,26.4,6295,1013,1204,1326,517,166,49100,746,276,1395,18742,276
"Starke| IN",1,45,1,43,398,106,73,6917,558,298,1316,297,23523,6293,26.8,7363,1254,1424,1484,763,278,44673,512,239,2564,20619,570
"Steuben| IN",11,60,1,38,1144,252,63,22123,735,937,4502,795,33316,8532,25.6,11417,2316,2086,2270,721,336,50697,1148,332,2154,29860,432
"Sullivan| IN",1,20,0,17,38,6,7,8228,631,622,1340,450,21742,4903,22.6,7698,1462,1565,1553,830,302,41503,413,178,2123,17296,471
"Switzerland| IN",1,14,0,12,15,5,1,3211,668,88,256,101,9094,2390,26.3,3414,553,540,568,341,178,45978,217,58,1246,7696,272
"Tippecanoe| IN",63,256,0,137,4936,766,206,99143,1091,2839,17858,5676,149301,31152,20.9,85928,26259,11889,9829,5876,1205,48043,4371,2126,20567,112879,2398
"Tipton| IN",0,31,0,29,240,83,11,6414,603,229,981,304,16559,4128,24.9,4789,767,982,1124,368,141,56918,830,379,842,15509,140
"Union| IN",0,3,0,2,17,6,3,2781,351,180,542,170,7340,2000,27.2,2371,374,422,525,172,52,50344,199,71,701,6557,164
"Vanderburgh| IN",124,769,9,582,6833,1195,430,129413,359,6369,26921,9020,171953,39728,23.1,65687,13670,10983,10792,6945,1705,48487,5123,2158,18414,146593,3465
"Vermillion| IN",0,5,0,5,17,2,2,6754,343,448,1344,262,16770,3977,23.7,4967,896,1014,1096,721,237,48786,418,155,1558,14902,300
"Vigo| IN",58,206,3,127,5510,1171,307,64304,596,2240,15612,2986,105738,24121,22.8,42795,10391,6982,6725,4971,1422,44048,2522,1052,13755,83930,2712
"Wabash| IN",3,10,0,4,314,40,14,20371,1106,598,3130,999,34977,8558,24.5,10482,2397,1999,2088,801,302,45674,1131,354,2284,30640,483
"Warren| IN",0,1,0,1,6,4,0,2845,538,0,310,121,8442,2198,26,2566,374,448,599,212,56,47677,233,143,541,7735,98
"Warrick| IN",4,155,0,148,651,79,29,18763,485,853,2887,1614,52517,14074,26.8,18752,2526,2932,3479,948,455,59196,2263,1158,2751,48895,534
"Washington| IN",0,10,0,9,80,29,5,10738,1182,318,1613,435,27262,7203,26.4,9288,1656,1777,1895,1003,304,45469,648,237,2845,23982,557
"Wayne| IN",87,222,4,107,2895,564,226,44508,1075,1920,8255,2122,71017,17166,24.2,22822,4454,4375,4620,2926,867,43883,1800,750,7804,60894,1636
"Wells| IN",0,12,0,11,331,61,16,15906,952,627,3605,0,27600,7522,27.3,8540,1528,1525,1662,564,175,50201,1008,411,1589,25453,321
"White| IN",2,29,1,25,185,19,23,14334,970,700,2556,582,25224,6497,25.8,7283,1361,1593,1545,509,246,45590,607,238,1739,23134,304
"Whitley| IN",1,5,1,3,12,5,1,16127,1010,445,2754,614,30722,8200,26.7,10576,1687,1836,1985,689,174,53145,1204,486,1484,28720,287
IOWA,1054,7697,51,5904,84001,15907,5269,1934077,109624,91574,327569,135113,2928184,732994,25,1052998,203663,177259,185801,93783,27647,48183,89699,35510,258008,2566427,46641
"Adair| IA",0,3,0,3,50,8,4,5678,989,198,759,284,8208,1956,23.8,2079,364,357,413,270,97,38993,163,66,613,7403,116
"Adams| IA",0,4,0,4,68,16,6,2922,704,79,320,157,4475,1072,24,1067,202,217,208,177,63,37056,75,36,410,4004,80
"Allamakee| IA",0,0,0,0,0,0,0,9320,1261,336,1289,481,14671,3721,25.4,4023,699,737,815,491,165,39530,351,91,1364,12883,253
"Appanoose| IA",2,47,0,39,536,126,27,7684,923,482,1302,319,13701,3241,23.7,3671,718,726,743,890,237,35334,222,65,1959,11511,388
"Audubon| IA",0,1,0,1,30,5,7,4062,824,166,499,264,6807,1763,25.9,1544,223,268,359,257,102,41560,115,50,513,6123,128
"Benton| IA",0,5,2,3,136,26,6,11112,1427,532,1738,706,25338,6923,27.3,7970,1117,1267,1766,680,228,47091,1014,272,1522,23398,334
"Black Hawk| IA",78,479,4,347,5022,1189,315,87053,1189,3304,16143,4828,128024,29457,23,51895,14357,7783,7438,4870,1144,46302,3806,1383,16050,106260,2547
"Boone| IA",3,13,1,9,358,76,19,13659,943,852,2611,606,26247,6509,24.8,8200,1492,1446,1563,786,205,47579,755,274,1931,23537,327
"Bremer| IA",0,17,0,16,218,48,6,14009,1112,251,2108,1684,23282,5600,24.1,8275,1754,1031,1278,468,136,47496,744,280,1111,20720,185
"Buchanan| IA",1,5,0,4,443,153,33,10027,1417,359,1571,569,21079,6015,28.5,6332,1136,1141,1223,582,248,45404,589,153,1942,18704,391
"Buena Vista| IA",3,25,0,20,357,111,10,13553,1085,349,2233,781,20352,5161,25.4,6811,1595,1012,1168,661,218,40017,393,146,1991,16979,390
"Butler| IA",0,8,0,7,43,9,8,6931,1294,283,941,364,15290,3721,24.3,4161,631,751,856,533,194,41580,386,140,1199,13768,290
"Calhoun| IA",0,12,0,12,115,30,5,6124,936,241,820,427,11089,2554,23,2454,454,493,602,446,142,38689,170,115,1054,9417,218
"Carroll| IA",0,3,0,3,363,35,19,16224,1471,586,2680,1381,21377,5753,26.9,5947,1034,1022,1194,708,203,45297,511,187,1346,19489,256
"Cass| IA",0,10,0,8,327,78,18,9631,964,341,1584,602,14672,3478,23.7,3768,635,694,724,637,155,37631,293,152,1590,12795,296
"Cedar| IA",0,7,0,5,227,42,6,9286,1138,305,1437,520,18200,4602,25.3,5374,811,913,1140,457,174,47171,606,196,989,16873,206
"Cerro Gordo| IA",10,78,1,61,2515,401,58,33931,973,1276,6782,2243,46349,11004,23.7,13473,2705,2466,2646,1754,525,45066,1143,476,3866,41370,729
"Cherokee| IA",0,6,0,6,209,51,10,8719,1101,0,1514,420,13003,3197,24.6,3161,557,544,618,432,108,40739,329,75,916,11689,200
"Chickasaw| IA",0,4,0,3,60,15,4,7788,1209,315,1101,401,13063,3406,26.1,3379,577,569,736,410,114,43169,327,83,1066,11829,214
"Clarke| IA",0,18,0,15,344,88,16,6756,790,177,955,268,9187,2416,26.3,2826,458,472,533,333,148,39620,194,61,765,8192,157
"Clay| IA",2,5,0,2,410,70,17,12707,765,823,2619,703,17372,4283,24.7,4980,974,951,977,607,230,44379,335,190,1399,15612,306
"Clayton| IA",0,0,0,0,9,4,1,12041,2173,490,1510,504,18607,4708,25.3,4850,731,928,1048,642,213,39638,354,129,1568,16666,295
"Clinton| IA",0,2,0,2,74,7,2,29301,1537,1319,5013,1540,50045,12791,25.6,15174,2744,2683,3011,1809,528,43899,1427,369,5018,44265,1055
"Crawford| IA",0,4,0,3,153,13,23,10922,1359,704,1631,503,16927,4481,26.5,5280,893,917,926,591,200,39152,368,80,1833,14685,314
"Dallas| IA",2,23,0,21,638,99,37,18540,1162,0,2485,1092,41070,11569,28.2,24925,1902,2701,3278,821,276,58921,1749,826,2250,37887,454
"Davis| IA",0,0,0,0,7,0,0,4305,1001,182,560,145,8542,2313,27.1,2441,411,417,494,317,147,40188,119,61,987,7328,204
"Decatur| IA",0,0,0,0,5,2,1,4595,851,0,573,129,8659,1988,23,2886,914,400,397,563,146,34678,115,35,1226,6680,238
"Delaware| IA",0,25,0,25,140,39,16,10616,1718,341,1580,595,18388,5320,28.9,5062,821,863,1141,557,209,43819,461,160,1436,16656,317
"Des Moines| IA",17,161,1,130,1766,338,66,30467,736,2105,5783,1286,42284,10294,24.3,12453,2357,2411,2493,1405,481,45700,1202,353,4426,37047,957
"Dickinson| IA",0,0,0,0,0,0,0,12783,559,423,2761,964,16461,3601,21.9,4433,756,774,860,495,154,47734,484,176,964,15163,202
"Dubuque| IA",5,147,1,107,2151,379,107,63098,2137,2290,11343,3191,89232,22770,25.5,31926,6111,4939,5715,2394,664,48540,2537,1037,6639,78948,1133
"Emmet| IA",0,18,0,17,191,88,6,6732,617,337,1080,325,10992,2659,24.2,3192,682,558,537,414,107,40169,237,99,861,9613,152
"Fayette| IA",0,2,0,2,117,25,7,12172,1656,437,1959,568,21992,5474,24.9,6233,1274,1036,1221,974,297,40671,372,138,2285,18903,488
"Floyd| IA",0,14,0,13,207,53,11,8604,1057,281,1436,438,16854,4227,25.1,4601,766,843,974,600,207,39245,344,123,1536,14939,304
"Franklin| IA",0,2,0,2,115,10,6,6553,1031,0,853,337,10682,2585,24.2,3085,484,513,553,356,138,43676,289,129,834,9618,171
"Fremont| IA",0,0,0,0,0,0,0,5491,729,0,770,237,7996,2006,25.1,2009,304,391,412,346,85,44855,194,29,740,7060,146
"Greene| IA",0,2,0,2,64,24,4,5639,896,229,717,322,10338,2646,25.6,2431,381,438,544,467,142,40272,229,52,817,9297,140
"Grundy| IA",0,4,1,3,92,30,6,6287,918,0,863,361,12362,3110,25.2,3560,512,548,662,315,105,44432,378,134,564,11603,118
"Guthrie| IA",0,0,0,0,67,13,5,5503,1155,264,781,390,11341,2665,23.5,2886,475,489,601,411,136,46424,290,108,888,10164,191
"Hamilton| IA",0,13,0,13,336,40,14,11468,1066,0,1358,0,16413,4163,25.4,4576,789,892,963,435,203,45593,514,150,1014,15210,201
"Hancock| IA",1,17,0,15,117,16,11,10636,1039,0,1062,458,12096,3203,26.5,3036,482,588,608,299,106,41982,267,79,717,11173,177
"Hardin| IA",0,28,0,24,346,75,11,11428,1100,359,1715,522,18816,4642,24.7,4977,946,853,924,643,222,40442,458,154,1434,16585,280
"Harrison| IA",0,8,0,8,237,77,23,7012,1021,280,1280,320,15691,4111,26.2,4253,703,811,899,476,158,46014,464,136,1093,14212,215
"Henry| IA",0,12,0,12,171,46,8,14513,903,418,3198,488,20292,4999,24.6,6669,1229,1267,1373,744,192,45003,490,211,1640,17079,352
"Howard| IA",0,13,0,13,220,57,26,6766,1031,236,750,339,9916,2606,26.3,2699,445,438,602,395,74,40091,194,93,908,8831,148
"Humboldt| IA",0,3,0,3,158,21,4,6695,687,349,1059,0,10367,2572,24.8,2731,440,456,480,335,105,42570,234,126,843,9334,155
"Ida| IA",0,0,0,0,32,6,0,5482,743,290,700,339,7799,1980,25.4,1869,311,356,378,322,106,41781,178,53,678,7026,124
"Iowa| IA",1,17,0,16,70,23,3,14078,1151,390,2760,446,15708,4142,26.4,4757,617,780,954,397,123,46008,498,103,765,14608,148
"Jackson| IA",1,2,0,1,235,34,17,10754,1585,282,1745,531,20302,5266,25.9,5622,937,949,1214,708,369,41227,527,133,2048,17895,432
"Jasper| IA",1,16,0,12,717,135,43,20765,1402,837,3717,810,37215,9159,24.6,11676,1961,2183,2456,1045,346,47661,1173,454,2301,33286,493
"Jefferson| IA",2,42,0,37,487,95,34,12537,845,830,1848,766,16154,3929,24.3,5590,819,845,813,772,202,44164,417,251,1699,13865,317
"Johnson| IA",40,447,1,368,3013,535,230,87606,1473,2963,15254,4513,111481,22343,20,65580,18701,10249,8233,4654,698,51488,3884,1888,15406,87453,1247
"Jones| IA",0,9,0,8,209,32,6,9587,1180,381,1575,442,20208,4862,24.1,6332,1123,1167,1345,667,223,43190,529,167,1596,16979,328
"Keokuk| IA",0,0,0,0,1,0,1,5105,1099,300,591,270,11417,2933,25.7,2967,504,561,612,411,160,41502,228,83,1127,10051,238
"Kossuth| IA",1,12,1,8,181,74,10,10891,1703,0,1702,789,17125,4413,25.8,3896,640,713,834,678,250,40178,328,159,1715,15157,358
"Lee| IA",7,130,0,117,1071,172,39,23392,1024,1163,3983,929,37920,9221,24.3,11073,2049,2020,2168,1431,354,43716,903,322,3533,32878,726
"Linn| IA",97,409,1,273,6831,1269,378,145686,1703,13210,23692,10585,192307,48525,25.2,77287,13327,13491,13943,4247,1287,56124,8141,3415,12150,174689,2161
"Louisa| IA",0,1,0,1,172,43,18,5444,706,215,605,217,12170,3367,27.7,3525,654,732,844,361,111,45402,337,102,1120,10871,233
"Lucas| IA",1,12,0,11,243,49,12,5488,813,215,1716,324,9405,2381,25.3,2372,431,449,527,493,217,37933,137,48,1260,7950,214
"Lyon| IA",0,27,0,18,95,24,9,6267,1395,284,828,280,11741,3281,27.9,3419,592,563,681,354,128,40687,276,126,812,10725,160
"Madison| IA",0,0,0,0,0,0,0,6588,1268,159,945,387,14058,3812,27.1,4734,613,761,902,409,161,49207,368,188,920,12720,180
"Mahaska| IA",1,40,0,35,470,164,33,12200,1253,641,2202,622,22304,5729,25.7,7357,1443,1286,1362,923,224,44430,551,163,2137,19578,465
"Marion| IA",0,58,1,47,568,136,37,23881,1118,610,2974,788,32101,8122,25.3,10917,2140,1775,1879,921,258,47894,1156,425,2323,28103,450
"Marshall| IA",11,244,2,224,1217,324,65,24274,1090,1203,4054,979,39317,9921,25.2,12601,2128,2208,2454,1278,407,45514,1227,361,3887,34062,748
"Mills| IA",0,36,0,34,336,90,24,6133,537,207,748,339,14555,3886,26.7,4445,629,779,891,363,112,50224,451,259,1151,12799,233
"Mitchell| IA",0,6,0,5,81,35,4,6072,1044,0,819,293,10865,2877,26.5,2844,393,479,546,392,137,40288,251,83,1141,9517,212
"Monona| IA",0,22,0,20,211,48,51,5787,840,207,970,297,10003,2318,23.2,2276,414,461,451,508,148,40189,170,77,911,8771,182
"Monroe| IA",0,26,0,25,78,18,1,5059,819,163,642,154,8001,2024,25.3,2352,383,392,501,297,98,44580,192,58,706,7115,125
"Montgomery| IA",0,20,0,18,334,58,13,7300,726,271,1031,0,11791,2944,25,2909,494,647,651,493,162,37521,223,122,1041,10437,211
"Muscatine| IA",3,238,0,205,1163,368,62,27846,889,1365,4035,1043,41799,11235,26.9,14022,2468,2631,2753,1090,403,48419,1546,543,3632,37304,720
"O'Brien| IA",0,7,1,6,194,58,16,9638,1135,505,1559,612,15066,3722,24.7,4017,753,699,758,470,168,39689,290,113,1054,13454,191
"Osceola| IA",0,0,0,0,82,32,3,3818,741,197,428,0,6982,1820,26.1,1842,334,333,354,231,67,41415,178,48,482,6377,117
"Page| IA",2,20,0,17,377,97,23,9792,1002,292,1674,420,16917,3926,23.2,4692,936,1003,924,790,211,41040,436,154,1966,13780,366
"Palo Alto| IA",0,3,0,3,44,10,1,5786,974,280,795,280,10136,2431,24,2737,587,479,444,381,141,41504,163,75,1033,8754,177
"Plymouth| IA",0,8,1,4,332,41,21,15107,1800,1125,2482,908,24849,7027,28.3,7204,1135,1261,1416,559,182,49563,743,267,1464,22962,300
"Pocahontas| IA",1,3,0,2,27,11,1,5025,902,181,659,278,8600,2179,25.3,1794,280,322,358,353,105,39968,156,61,771,7704,162
"Polk| IA",340,1058,15,576,18824,2792,1281,316872,894,15527,54060,49394,375963,96624,25.7,166897,25448,29114,30108,9760,2465,57762,14767,7003,29051,337013,5146
"Pottawattamie| IA",95,502,7,324,5434,818,622,46863,1542,2391,9908,2323,87966,22862,26,31560,5393,5418,5678,2477,836,48538,2818,984,7200,78490,1522
"Poweshiek| IA",0,31,0,27,513,131,32,13833,1158,769,2086,1075,18834,4261,22.6,6376,1593,891,985,602,141,45846,491,216,1704,15622,306
"Ringgold| IA",0,0,0,0,44,11,0,3008,783,110,392,0,5461,1314,24.1,1285,243,208,243,307,87,35237,75,42,758,4556,144
"Sac| IA",0,7,0,7,77,35,5,5969,1057,377,866,334,11474,2756,24,2633,508,482,585,486,140,37900,278,84,1114,10116,217
"Scott| IA",224,1713,5,1427,7603,1396,440,106536,903,5938,21099,5945,158678,41973,26.5,57818,10363,10821,10964,5141,1569,51956,5981,2541,16329,139191,3222
"Shelby| IA",0,0,0,0,0,0,0,7522,1087,367,1097,428,13070,3424,26.2,3138,454,553,685,452,120,41252,326,109,773,12079,160
"Sioux| IA",0,7,0,7,157,33,9,22567,2393,0,3258,1033,31561,8540,27.1,12081,2973,1511,1615,713,295,44738,720,258,1865,27101,375
"Story| IA",12,109,0,78,2230,222,72,53958,1119,1046,9532,1916,80127,15227,19,47070,16288,6016,4723,2714,490,47784,2654,1111,9921,60633,933
"Tama| IA",2,75,0,71,205,53,20,8878,1405,275,1164,384,18072,4793,26.5,5102,825,869,1117,553,226,41691,441,140,1845,15673,379
"Taylor| IA",0,1,0,1,64,22,1,3483,906,162,421,140,6978,1667,23.9,1708,327,318,357,329,106,37036,88,21,823,5976,164
"Union| IA",0,0,0,0,0,0,0,8632,759,337,1391,355,12272,2850,23.2,3870,650,649,658,607,165,38759,237,92,1372,10663,252
"Van Buren| IA",0,6,0,3,84,27,1,3890,894,172,461,137,7817,1934,24.7,2122,359,377,428,391,91,37202,107,38,975,6714,189
"Wapello| IA",15,204,3,175,1588,331,66,20295,860,1012,3958,712,36005,8371,23.2,11917,2304,2056,2058,1719,551,40123,846,197,4627,30362,919
"Warren| IA",0,35,0,32,884,196,46,14401,1376,354,3078,788,40778,10992,27,15472,2587,2137,2629,741,244,54995,1838,689,1973,36954,420
"Washington| IA",0,0,0,0,0,0,0,11076,1246,0,2059,538,20701,5386,26,6368,969,1065,1246,542,195,42829,538,192,1524,18597,289
"Wayne| IA",0,6,0,6,119,37,6,3481,838,123,419,129,6725,1603,23.8,1681,258,281,317,374,142,38031,121,58,923,5677,208
"Webster| IA",20,184,0,143,2143,485,116,25539,1128,2106,5032,1297,40195,9820,24.4,12710,2998,2167,2250,1510,469,42947,1098,243,3765,33934,694
"Winnebago| IA",1,17,0,16,59,17,4,7692,679,766,1036,338,11743,2826,24.1,3264,676,576,557,395,103,43015,337,112,938,10254,160
"Winneshiek| IA",0,8,0,7,177,47,11,15543,1874,466,2052,619,21284,4881,22.9,7535,2300,875,1130,721,163,43847,549,193,1513,17469,265
"Woodbury| IA",50,616,1,494,5455,1150,381,65482,1564,3591,12780,3411,103822,28370,27.3,36158,7348,7217,6918,3192,1069,49474,2926,1260,10434,90842,1931
"Worth| IA",0,8,0,8,81,27,6,3340,699,97,443,176,7900,1918,24.3,2149,349,403,427,306,107,40264,203,36,648,7119,143
"Wright| IA",2,7,1,4,177,63,6,8486,846,434,1118,0,14313,3492,24.4,3618,609,667,761,500,184,41604,312,112,987,13020,167
KANSAS,1503,8151,96,5758,86199,16274,5723,1771218,77846,97940,294810,115154,2692810,713479,26.5,1012552,190167,172975,175878,88926,25110,51037,88683,38721,257829,2347600,47299
"Allen| KS",0,44,0,40,454,96,19,9360,707,218,1595,399,14386,3621,25.2,4138,842,705,718,752,189,37067,225,83,2093,11982,439
"Anderson| KS",0,25,1,22,189,46,9,4301,826,152,642,283,8090,2111,26.1,2278,346,384,429,373,86,39081,165,48,1018,6957,242
"Atchison| KS",3,36,1,28,454,112,19,10505,752,0,1877,526,16765,4464,26.6,6009,1198,854,931,687,222,39472,317,130,2098,13706,337
"Barber| KS",0,4,0,3,48,22,2,3369,521,187,458,160,5287,1320,25,1301,171,183,256,218,54,38298,93,39,528,4706,115
"Barton| KS",7,114,0,96,978,218,46,19555,1006,678,3354,1315,28129,7300,26,8600,1541,1327,1462,1173,388,39669,562,263,3536,23854,748
"Bourbon| KS",6,68,0,55,544,138,34,9520,891,186,1627,400,15382,3956,25.7,4690,891,847,790,816,219,38548,306,49,2044,13042,392
"Brown| KS",0,13,0,9,208,36,10,7121,751,233,912,313,10711,2826,26.4,2791,499,489,579,560,194,37624,277,54,1355,9140,314
"Butler| KS",6,109,0,80,1532,328,78,26820,1507,819,4617,2086,59675,17072,28.6,21758,3106,3150,3774,1389,507,54300,2495,936,4187,53064,871
"Chase| KS",1,5,0,4,32,10,3,2491,416,129,392,191,3029,731,24.1,757,118,166,159,114,53,39785,83,26,249,2656,34
"Chautauqua| KS",0,18,0,15,92,30,5,2351,481,0,275,116,4347,1018,23.4,917,146,139,206,221,73,35948,64,24,512,3681,112
"Cherokee| KS",0,53,1,42,748,165,47,10484,833,559,1626,439,22549,5970,26.5,6705,1258,1276,1465,1246,373,38726,408,127,3175,18974,716
"Cheyenne| KS",0,3,0,3,27,4,1,1893,500,0,231,58,3156,748,23.7,615,88,114,170,136,47,34820,81,30,293,2810,70
"Clark| KS",0,1,0,1,2,0,0,1682,400,18,199,112,2387,635,26.6,551,59,103,119,83,46,39282,41,20,296,2043,77
"Clay| KS",0,16,0,14,178,51,6,6305,687,199,1169,469,8812,2195,24.9,2409,387,405,475,366,78,37524,170,98,867,7677,172
"Cloud| KS",0,13,0,12,158,31,6,5840,662,199,1042,305,10226,2281,22.3,2936,590,411,524,405,114,39330,163,55,1041,8634,175
"Coffey| KS",1,11,0,6,158,29,9,6283,625,0,902,292,8893,2382,26.8,2404,372,435,486,327,95,45210,328,87,574,8113,126
"Comanche| KS",0,0,0,0,0,0,0,1401,323,28,160,74,1956,434,22.2,444,59,90,73,97,31,32022,34,3,190,1675,47
"Cowley| KS",3,98,0,85,817,135,58,20781,1157,653,3166,1476,36252,9423,26,12120,2235,1977,2116,1448,534,44737,927,286,4474,30125,892
"Crawford| KS",5,94,5,79,765,180,41,23192,919,926,4068,697,38233,8748,22.9,15937,4449,2464,2189,2391,534,37677,805,256,5823,30676,894
"Decatur| KS",0,7,0,6,44,11,5,2259,482,0,283,77,3458,820,23.7,641,94,128,161,147,35,30294,50,26,385,2933,78
"Dickinson| KS",1,43,0,34,547,77,31,10105,1045,412,2010,359,19345,4970,25.7,5814,806,921,1053,714,200,41517,522,149,1428,17512,289
"Doniphan| KS",0,6,0,4,86,28,5,4351,622,130,362,158,8235,2082,25.3,2729,537,430,456,378,140,38667,164,32,930,6893,197
"Douglas| KS",0,35,0,28,708,118,30,64036,943,1676,12360,3281,100295,20392,20.3,56806,19286,8537,6611,4601,629,46900,2937,1249,14486,76883,1335
"Edwards| KS",0,4,1,3,49,13,2,1965,410,0,208,71,3425,842,24.6,808,129,179,180,151,49,38207,60,24,351,3033,67
"Elk| KS",0,6,0,6,78,30,2,1680,445,0,148,75,3219,722,22.4,681,126,113,143,213,73,34934,64,21,436,2731,86
"Ellis| KS",1,48,0,33,847,134,26,21577,877,819,4259,1254,27455,6115,22.3,11910,3619,1698,1481,1404,313,43225,631,283,3389,22872,448
"Ellsworth| KS",1,9,0,7,128,15,11,3946,506,116,494,207,6525,1404,21.5,2104,321,347,346,240,60,41697,165,68,410,5282,66
"Finney| KS",22,243,4,186,2613,400,154,25522,930,1258,3914,1092,40602,13918,34.3,13481,3017,3176,3270,965,362,45921,985,297,5660,34119,990
"Ford| KS",24,191,5,139,2109,390,152,20123,1060,765,3502,820,32574,10141,31.1,12795,2552,2526,2481,987,345,45578,758,247,3927,27748,782
"Franklin| KS",4,72,2,56,743,125,35,13133,1247,467,3432,540,24851,6829,27.5,8506,1504,1446,1539,890,268,44678,731,189,1857,22301,384
"Geary| KS",36,252,1,197,2027,319,60,25451,294,590,3714,803,27677,8197,29.6,14916,2890,2335,1916,922,500,38190,620,218,3294,23967,742
"Gove| KS",0,0,0,0,42,10,4,2344,594,96,359,0,3067,803,26.2,640,87,112,125,131,36,41759,80,20,311,2703,70
"Graham| KS",0,2,0,2,28,8,4,2653,495,75,378,155,2921,658,22.5,620,101,90,126,156,56,39060,49,20,333,2561,73
"Grant| KS",1,29,0,28,147,35,12,4899,496,330,736,225,7878,2581,32.8,2625,435,538,508,202,60,46776,212,96,785,7022,139
"Gray| KS",0,1,0,1,21,9,1,3851,688,183,370,205,5904,1862,31.5,1948,323,366,385,121,51,48837,155,56,523,5236,103
"Greeley| KS",0,1,0,1,6,1,1,1167,358,39,126,27,1540,433,28.1,315,67,63,67,45,25,47630,35,23,174,1329,33
"Greenwood| KS",0,9,0,7,139,59,2,3897,727,116,584,159,7656,1818,23.7,1729,318,348,347,429,135,38407,113,47,934,6532,177
"Hamilton| KS",0,5,1,4,79,11,2,1695,452,59,163,72,2658,756,28.4,915,122,158,135,110,48,38401,48,19,411,2213,78
"Harper| KS",0,5,0,5,81,23,6,4033,668,127,566,255,6502,1604,24.7,1640,280,248,313,326,101,37364,141,42,734,5619,153
"Harvey| KS",7,61,0,45,1020,162,40,20121,951,700,3424,1087,32877,8546,26,10850,1942,1759,1956,929,226,45816,1157,404,2010,29331,373
"Haskell| KS",0,7,0,6,65,18,3,2300,578,123,225,147,4307,1419,32.9,1341,268,303,243,103,42,48949,119,42,495,3767,93
"Hodgeman| KS",0,0,0,0,66,10,3,1395,492,82,127,63,2084,604,29,463,52,88,90,98,15,39565,37,17,236,1812,61
"Jackson| KS",0,23,2,17,242,41,20,8641,1160,125,1287,512,12664,3578,28.3,3964,538,636,791,393,99,49637,433,109,1091,11299,228
"Jefferson| KS",1,63,1,59,526,185,32,5797,1119,157,684,263,18442,5038,27.3,5480,779,831,1166,475,168,48332,701,161,1219,16924,280
"Jewell| KS",0,1,0,1,6,4,0,2361,690,93,280,125,3759,828,22,638,97,134,152,208,67,33593,65,24,435,3300,91
"Johnson| KS",111,703,3,525,9085,1221,769,363616,710,33963,67965,38759,454644,122987,27.1,196168,24083,32409,35350,5386,1407,75988,22785,13777,15323,430586,2621
"Kearny| KS",0,6,0,4,145,30,9,2056,477,90,210,94,4512,1548,34.3,1248,247,237,295,116,43,43295,94,56,523,3945,99
"Kingman| KS",1,14,0,10,155,21,6,5234,958,0,761,313,8677,2380,27.4,2072,307,368,435,287,77,44281,261,103,897,7554,203
"Kiowa| KS",1,1,0,0,56,15,5,2068,406,105,231,70,3254,776,23.8,811,176,141,147,150,40,38208,84,26,341,2830,68
"Labette| KS",8,63,0,47,563,141,21,15450,1028,642,2248,757,22737,5843,25.7,6708,1266,1218,1331,1091,313,38123,476,138,2799,19322,549
